Oversampling Factor,Noise Level,Amplitude Error Mean,Amplitude Error Std,Frequency Error Mean,Frequency Error Std,Backward Error Mean,Backward Error Std,Relative Backward Error Mean,Relative Backward Error Std,Condition Number Mean,Condition Number Std,Condition Number Min,Condition Number Max,Condition Number Median,Amplitude Error Ratio Mean,Amplitude Error Ratio Std,Frequency Error Ratio Mean,Frequency Error Ratio Std,RMSE Mean,RMSE Std,Rel RMSE Mean,Rel RMSE Std,Backward Error Fixed Mean,Backward Error Fixed Std,Relative Backward Error Fixed Mean,Relative Backward Error Fixed Std,RMSE Fixed Mean,RMSE Fixed Std,Rel RMSE Fixed Mean,Rel RMSE Fixed Std
4,0.0,2.980983030880297e-15,3.944304526105059e-31,3.696575843747365e-16,0.0,1.5706335181813383e-14,3.1554436208840472e-30,3.0202626746103246e-15,1.1832913578315177e-30,2588112576374267.0,0.5,2588112576374267.5,2588112576374267.5,2588112576374267.5,0.18979494556642504,5.551115123125783e-17,0.02353557211759805,3.469446951953614e-18,3.4274033267146572e-15,1.9721522630525295e-30,3.0202626746103207e-15,0.0,9.202774188256381e-15,0.0,1.9389168707495915e-15,0.0,3.0675913960854615e-15,1.1832913578315177e-30,1.9389168707495907e-15,3.944304526105059e-31
4,0.05555555555555555,0.04105425595308944,0.014991283106032956,0.003972164434135227,0.0012111529527753927,0.20932235334346855,0.03579064820859672,0.040209718197493645,0.006885496858971056,30.73333655281536,6.144912441227893,17.535633274638524,54.29202105479872,30.0562303268458,0.19979401417628506,0.07647150359693845,0.019224179515432985,0.005758167789633041,0.045677882325844625,0.007810159742258576,0.04020971819749362,0.00688549685897105,0.10147090702671574,0.027859870978921043,0.021368950229765767,0.005876661215793517,0.03382363567557191,0.009286623659640348,0.021368950229765753,0.005876661215793514
4,0.1111111111111111,0.08351276931715378,0.03075031869290022,0.008199173683768995,0.002608970723383351,0.42192970061347873,0.0736791293049836,0.08078309782784285,0.014142650713412381,15.427468034688795,3.086054331484217,8.711299264559882,27.49632992169511,15.049631478465889,0.20147817367147813,0.07691406293224809,0.019640203911610348,0.005922964171655243,0.09207260909577723,0.016078104151358404,0.08078309782784278,0.01414265071341237,0.20531362629329447,0.056362525737389375,0.04317773114889892,0.011912960429612745,0.06843787543109817,0.018787508579129794,0.0431777311488989,0.01191296042961274
4,0.16666666666666666,0.12848163165297932,0.04783498309683435,0.012903836099703423,0.0043747335501916965,0.6403567175487792,0.11531939035259818,0.12192809430241036,0.022024279925265178,10.35123483459835,2.0691736597781034,5.796473362096951,18.646491220776465,10.08544788084381,0.20401071742335422,0.07744525599259096,0.02029457642345576,0.006210893039198359,0.13973729190193984,0.025164754066044827,0.12192809430241028,0.02202427992526516,0.31327370913007013,0.08609918444881849,0.06572972414064594,0.01824523703719626,0.10442456971002338,0.02869972814960617,0.06572972414064591,0.018245237037196254
4,0.2222222222222222,0.17680320877114167,0.06674874347260909,0.018285763882678416,0.006737285161702121,0.865999300024504,0.16134753222766476,0.16363012787129877,0.03056515304396119,7.832764657007577,1.5625162569350286,4.36154389696201,14.233698917735055,7.638330745162292,0.20731356047034458,0.07824482588529076,0.021172594169467415,0.006691608365781834,0.18897654019719345,0.03520891807750479,0.16363012787129866,0.030565153043961162,0.42649906124843584,0.11738241114676426,0.0891946917760669,0.024936522654482596,0.1421663537494786,0.03912747038225475,0.08919469177606686,0.024936522654482582
4,0.2777777777777778,0.22916994087808137,0.08798917830551965,0.024569404835568968,0.010039290614604202,1.0990470779537445,0.21082677708838382,0.20564838624717055,0.03948307128826215,6.337901422158272,1.25963320041273,3.521695038634936,11.594437784445894,6.176185683061395,0.21143381760654187,0.07954547984971028,0.02230231319457245,0.007486565450378587,0.23983173462109836,0.04600617450148098,0.20564838624717038,0.039483071288262124,0.5457738612281432,0.1503465009958831,0.11365602335540276,0.031988099178676115,0.18192462040938104,0.05011550033196103,0.11365602335540267,0.0319880991786761
4,0.3333333333333333,0.28648575312318725,0.11286762923862712,0.03208777323694242,0.015063199673681025,1.3386699926738046,0.2614374587284916,0.24756734775907585,0.048248060255898124,5.35552908687052,1.0582710650164415,2.984081102238992,9.840951962123654,5.214382045258576,0.21663554062607893,0.08184736409442778,0.023770806417574005,0.008898681095825894,0.29212174152350906,0.05705033067239077,0.24756734775907566,0.04824806025589808,0.6716924055726108,0.18542236971439702,0.13914667028925143,0.03943569253944606,0.2238974685242036,0.06180745657146566,0.13914667028925135,0.03943569253944604
4,0.38888888888888884,0.35039718650882723,0.14497478882430673,0.04143835466894449,0.02374593845358657,1.5835754743031696,0.3106979376373589,0.2889195711150951,0.056355937940920094,4.666915261328287,0.9145524029622462,2.6306716432809036,8.592874484230107,4.527650812550366,0.22344686642167538,0.08618042665017764,0.025756762536725465,0.011610952195116535,0.3455644990318987,0.0677998484518984,0.28891957111509486,0.05635593794092005,0.8043403720176827,0.2226079611262291,0.16558693634081176,0.04721508746039474,0.2681134573392276,0.07420265370874304,0.1655869363408117,0.047215087460394725
4,0.4444444444444444,0.42422472364438374,0.19281062692431536,0.0541322162741689,0.04331718244491391,1.8322585022991869,0.3578802820150108,0.3292459755817949,0.06369585699354159,4.16301650538631,0.8065854239626632,2.379723441664017,7.6601259677160165,4.030622045548385,0.2328971458150645,0.0949033813469588,0.028752043945091878,0.01823587639785863,0.39983158473868774,0.07809588009837763,0.3292459755817947,0.06369585699354154,0.9425259058198737,0.2601952261975988,0.19263988231179557,0.05495079144718083,0.31417530193995785,0.08673174206586626,0.19263988231179544,0.054950791447180805
4,0.5,0.5119744241530854,0.2725337224137942,0.07197519806810257,0.08411074995610451,2.080770850325359,0.40112372044448846,0.36769872567048956,0.06988287853202203,3.7833286488387134,0.7226951479412389,2.143049954880196,6.937206994868807,3.670257009103956,0.2462452876193429,0.11290731671852187,0.033186268285622204,0.03044406138617264,0.4540614250225517,0.08753237199900829,0.36769872567048933,0.06988287853202198,1.0831446145121795,0.2961553833175458,0.21960563482500595,0.062311633700745654,0.3610482048373931,0.0987184611058486,0.21960563482500584,0.062311633700745626
